temperature,visibility,traffic_density,vehicle_speed,risk_zone,label
19.03467014453946,659,95,55,0,1
32.985783258945226,9937,25,38,0,0
21.38165224786432,200,29,99,1,2
37.071559399031024,1748,35,123,0,2
14.580578125142244,1054,25,128,0,2
43.943736577749064,1888,79,103,0,2
25.882633948427376,417,32,21,0,0
18.261766217126237,714,51,88,0,1
12.572386156550444,8647,46,125,0,2
15.941526678063926,5839,81,61,0,1
28.192088199460617,1706,15,67,0,0
21.79511117509502,5655,46,114,0,2
39.01091780589133,2155,31,11,0,0
25.081063328163207,650,15,10,0,0
18.704999540567044,799,41,120,1,2
31.60007453114105,396,26,64,1,1
34.737202590990606,1792,47,120,0,2
15.846466776533244,1087,26,101,0,2
15.866672570091119,379,46,113,0,2
11.283499942674004,347,32,108,1,2
35.77407052729742,304,58,43,1,1
33.23315846676318,921,70,73,0,1
26.612080651243485,6985,58,77,1,1
39.5459657139219,1994,70,91,0,2
38.19845535325186,8746,86,21,0,0
30.487402753886325,1467,41,59,1,0
40.38949481796405,2203,95,30,0,0
17.20444235128689,389,72,19,0,1
13.917186678920476,9645,16,94,1,2
19.441236403094635,264,31,113,0,2
11.99803996312602,1935,94,98,1,2
28.59093348003612,1582,15,123,0,2
42.78119923032365,2139,70,90,0,1
11.377023923397838,2210,23,124,0,2
14.273846990350938,1941,25,79,0,1
25.826965989920232,2658,12,23,1,0
42.685625613476674,2062,18,110,1,2
21.06546367418627,649,56,49,0,0
27.753218304093735,983,94,113,0,2
11.455050066763723,5022,51,91,1,2
15.19201203367311,745,51,39,1,0
44.53205430355964,1932,32,82,1,1
43.77915437526159,670,12,23,0,0
10.172899332704336,740,10,119,0,2
43.313412489813366,1381,76,61,1,1
32.369197823542514,1658,80,119,1,2
40.37714030820077,9782,12,26,0,0
25.915894947185066,8167,58,71,0,1
28.04586100027376,8495,76,107,0,2
27.109630308992205,1670,64,119,1,2
33.34024901411365,761,13,31,1,0
14.887793916470951,928,40,62,1,1
11.049075645543729,5751,75,41,0,0
20.77754795569168,527,87,85,0,2
34.66382669578263,454,73,64,1,1
17.064870824303192,1165,40,89,0,1
33.570135166372104,407,72,31,0,1
43.94692161375446,2968,75,47,0,0
13.286525052629644,402,40,59,1,1
33.54107413787942,625,56,112,0,2
25.53125767565999,253,31,75,0,2
40.384978903212684,346,83,54,0,1
16.200242630658508,5759,92,128,0,2
34.24190832791576,905,55,17,0,0
39.334035137683856,7546,98,117,0,2
43.061497681590815,205,67,74,1,2
33.91368099013761,9835,70,114,0,2
27.401116740294956,1206,55,49,0,0
31.624653407042484,7418,10,114,1,2
40.41167445675514,9887,34,14,0,0
29.97134113235904,8665,70,54,0,0
11.06354708938929,634,90,55,0,1
42.583204342744224,5069,23,45,1,0
34.13343628610464,174,54,26,1,2
33.677968502203626,234,86,50,0,2
17.5486303339201,1236,48,39,0,0
33.060991458143,5137,75,61,1,1
23.785254197895547,513,41,88,0,1
32.79315419645222,7287,67,29,1,0
13.730756060779676,5216,65,45,0,0
33.02458566110626,1180,15,75,0,1
44.979480401973326,2965,98,54,0,1
11.687421360119462,5386,76,13,0,0
44.2010964477461,5922,91,59,0,1
24.24177862530047,694,59,97,0,2
40.47637076180407,135,47,121,0,2
37.38349194203957,1128,12,64,0,0
29.845569134533374,2266,14,68,0,0
35.84572232379642,2135,33,51,0,0
40.748044645547175,1210,63,11,1,0
24.144911257786156,8264,43,55,1,0
21.446160654713353,1665,48,11,0,0
33.365768494725465,547,97,59,0,1
38.27460796794405,620,57,10,0,0
36.67997971718155,9818,58,22,0,0
37.92347771005221,8457,43,79,0,1
25.245416018452655,7829,89,31,0,0
38.62419756612576,422,16,26,1,1
14.207316937971296,8938,27,68,0,0
29.057118428629735,1784,79,122,0,2
10.201553117434255,7032,43,95,1,2
21.36050404650946,422,60,116,0,2
22.826153720498926,6160,77,79,0,1
23.866044206323938,493,23,125,0,2
34.34135223414518,768,78,12,1,1
23.5995335444621,160,98,119,0,2
25.704276791788573,6973,17,79,0,1
18.31404458060146,7982,24,90,1,1
23.063812707026905,1321,92,108,0,2
17.9544369542103,2324,68,58,1,1
12.561857331895528,7966,20,124,0,2
31.120700768348225,627,29,59,1,1
33.387447949425564,2715,64,110,1,2
31.682162110336506,657,45,120,0,2
26.222291533020034,2058,91,44,0,0
23.292502306273043,1382,23,32,1,0
40.21667773501388,7915,67,81,0,1
28.16786247976763,2483,47,16,0,0
26.771365717040585,782,98,59,1,1
10.89747230322525,383,89,19,0,1
21.943673966915473,7295,91,99,0,2
23.306846657504998,9921,10,64,0,0
23.958797331391516,2019,74,83,0,1
30.30603292295663,1321,10,28,0,0
28.676089135440748,8967,94,32,0,0
31.276678247770562,495,69,104,1,2
36.77091415397449,1231,34,73,0,1
38.45450085506327,8016,19,42,0,0
35.1343076679273,7528,59,75,1,1
43.443329358422716,745,21,101,0,2
10.638140393672657,9288,41,105,0,2
16.852229498924114,2223,42,106,1,2
10.264700624234974,737,81,18,0,1
32.66161499541111,999,35,38,0,0
41.43106921324954,651,51,88,0,1
18.521880380170472,768,59,27,0,0
42.44620906787073,2043,70,91,1,2
12.10935866013463,2816,50,127,0,2
42.705260938193,1074,66,80,0,1
22.306794053387204,7038,11,87,1,1
13.549728995722578,256,79,38,0,2
27.005511571521396,5316,40,123,0,2
18.98717987021778,7647,32,125,0,2
19.970551568667297,2160,85,92,0,2
20.75514877242003,5986,63,70,0,0
38.10590642414322,9291,37,14,0,0
28.870644683633905,9473,88,114,0,2
20.895769470460127,2665,28,123,0,2
31.361682415882143,325,85,118,0,2
35.065273597811775,538,57,78,1,2
19.541840025673682,5381,11,65,0,0
24.474218553387303,2155,20,127,0,2
14.266013266793165,791,53,61,0,0
16.34022723371381,1341,68,24,0,0
33.8391248887744,5663,68,99,0,2
16.350342169346945,1001,47,97,1,2
28.380718428347105,919,34,92,1,2
34.81661916028514,1978,30,29,0,0
13.740692308316035,2419,51,116,0,2
29.855927687011626,1075,45,82,0,1
18.979697429547734,8626,18,126,0,2
43.70244063331529,5216,21,127,0,2
26.924097635197366,2571,19,101,0,2
38.20973924213054,2017,68,25,0,0
29.257928975469163,472,14,84,0,1
11.519438649918671,713,42,107,0,2
32.16029814579078,5329,78,34,1,0
43.299116977233,2357,89,113,1,2
31.056413705121592,516,72,128,0,2
38.67161007993766,540,38,66,0,1
40.94722621719427,722,27,30,0,0
17.982792018212635,1964,15,14,1,0
17.42156939678793,705,62,84,1,2
31.38433460978471,1360,91,116,1,2
24.385996443234667,373,41,18,0,0
39.39514560033521,1481,51,20,0,0
41.50080931893039,2190,56,110,0,2
22.369748275595136,999,40,114,0,2
18.29046956410687,612,71,74,0,2
37.31839303353516,9637,65,72,0,1
19.618211244184764,1240,20,35,1,0
38.79150114797874,2280,35,83,1,1
24.830838877706697,711,36,113,0,2
33.36424647520147,8509,92,28,1,1
13.343735984213385,1723,66,25,0,0
31.835076363680056,117,36,118,1,2
25.81186875580302,261,68,65,1,2
30.531296211141594,1728,71,110,0,2
15.880497271070219,1783,29,123,0,2
35.790581073046376,658,12,114,0,2
40.197897714012996,1533,25,77,1,1
17.585893003177148,9968,53,87,0,1
13.35000944320566,1839,88,39,1,1
10.827350511621773,5564,39,16,0,0
32.46900251551431,1198,49,21,0,0
31.248291263107326,1378,74,33,1,0
29.13440944499245,545,38,112,0,2
18.118148364059138,6768,39,116,0,2
23.68170985669301,1479,41,31,0,0
30.806671731516058,490,19,56,0,1
27.386840060070927,2686,60,39,0,0
44.572493207521056,512,17,69,0,1
14.77539133948566,7809,60,48,0,0
34.330059391665785,424,45,29,1,1
24.151156883650224,727,64,35,0,0
24.986986522396517,518,44,58,1,1
35.11592179803617,380,45,78,0,1
34.235265296352935,739,65,113,0,2
44.69395977957659,8111,45,51,0,0
14.493800130894384,1899,98,15,0,0
13.643837728445822,2128,93,62,0,1
35.351858599505945,290,70,43,0,2
30.243542095224317,7481,71,78,1,1
19.595623329593206,310,90,19,0,1
12.779677914614531,5414,96,37,0,0
12.998038735875069,8919,34,12,0,0
41.296680613244135,667,73,86,1,2
16.715356365156,2902,69,57,0,0
21.318004674043227,6579,66,120,1,2
17.93297407794458,360,79,75,0,2
22.424870704117808,891,61,44,0,0
12.429834496113267,1510,65,61,0,0
28.167092681789462,1079,72,123,1,2
12.36643972572752,1972,77,71,0,1
38.012477773782656,5969,29,61,0,0
18.179922866865155,2152,63,125,0,2
28.90041701115787,5094,10,56,0,0
40.80276806465104,115,99,63,0,2
32.78070791665179,1434,19,37,0,0
28.653522529296737,825,32,110,0,2
21.351681359038146,1545,60,32,1,0
21.65506695703693,1374,33,116,0,2
33.432043431936656,1759,22,96,0,2
44.794877642740865,770,38,44,0,0
33.16437164472825,193,67,114,1,2
29.522419607950873,5335,52,112,0,2
35.57276785837361,600,19,128,0,2
26.282196429930135,463,40,41,0,0
12.104981991027483,1193,83,11,0,0
29.680388555726843,485,97,120,0,2
43.516884957688305,711,23,117,0,2
16.135602982518087,667,43,121,0,2
34.1501711787233,1619,26,25,1,0
17.032679103066975,5318,30,25,1,0
28.753968956557845,6278,76,60,0,0
13.383675737635187,2354,67,76,0,1
25.76298276903648,788,88,101,1,2
36.46571651133361,7943,17,102,1,2
22.165003348364372,519,47,63,0,1
33.27191035705263,486,35,29,0,0
37.84074862764052,324,73,109,1,2
42.451223681780846,2689,39,42,0,0
18.212472864940874,527,18,95,1,2
23.976057053325786,223,41,17,0,2
15.33456046656461,324,20,129,0,2
44.73692257554313,6826,95,120,0,2
42.44503387735033,976,43,33,0,0
28.898499559819584,1986,27,62,0,0
39.47116530317474,1954,28,73,1,1
28.233529204521478,1555,63,67,0,0
31.82549908009659,2180,91,127,1,2
13.119355124060581,8807,46,46,0,0
36.43446471738828,221,91,93,0,2
14.46997192723322,8294,21,21,0,0
38.9123670588385,1482,13,93,1,2
37.3709830684635,329,52,93,0,2
34.80606442100418,516,36,13,0,0
11.265613318366674,1808,60,103,1,2
20.6094924580865,301,14,40,0,0
19.2089399468795,366,15,95,1,2
22.604774261503167,2051,86,88,1,2
13.067496136734349,2372,96,47,0,0
42.7935238060872,1856,65,46,0,0
29.38307842493317,350,98,101,1,2
20.693350873030823,776,77,84,0,1
23.894353097599918,1529,53,23,0,0
25.652088917669246,8606,24,84,0,1
31.020801667621605,6849,99,82,0,1
28.04877996937742,6720,51,33,1,0
42.178719062504605,523,20,19,1,1
27.39372190170406,8622,82,47,1,1
44.725530518815944,5940,20,52,1,0
39.799873521078354,1554,75,114,0,2
17.297868002506753,772,36,46,1,0
42.570832512537066,613,67,51,0,1
14.072823925991663,1865,99,41,0,0
38.610739797191705,2712,81,93,1,2
23.3218152716803,599,30,23,0,0
40.72910121557743,1274,30,111,1,2
40.38198415376076,2622,81,13,0,0
38.20738900411674,2856,10,33,1,0
37.65106527074715,575,67,105,0,2
20.663769868431427,686,22,128,0,2
12.832174906793826,959,82,126,0,2
24.104306256780653,2064,15,19,0,0
16.073358024527803,674,96,127,0,2
34.32328811158616,9756,67,116,1,2
22.113490428822494,7316,26,25,0,0
44.14635703009702,8568,82,48,0,0
32.43402270708662,6219,21,105,0,2
38.786819727202634,6879,95,27,0,0
14.638363545964694,1971,61,34,0,0
40.17050687954179,2300,85,16,0,0
42.296501667968805,173,79,65,0,2
27.047167158662756,1398,82,126,1,2
31.21885282128421,196,61,56,0,2
36.76834303160484,1564,46,124,0,2
16.11935195411444,1714,12,91,0,2
27.589812676220486,750,17,120,0,2
23.953205972030958,527,19,91,1,2
15.12308972567872,201,56,12,0,2
22.863704780203598,7909,50,10,0,0
12.386030828492274,218,73,42,0,2
10.903416743232045,2107,51,80,1,1
14.730820120418796,649,52,83,0,1
43.70902890562108,981,18,117,0,2
29.233533756325592,1995,23,68,0,0
43.8037756403627,241,13,81,0,2
25.13742574155462,1477,11,127,0,2
20.913564657984086,591,94,41,1,1
27.714965199408542,1061,10,96,0,2
25.382909102151856,682,84,26,1,1
13.698263949161037,1526,74,87,0,1
32.42892101415722,7230,55,26,0,0
17.561336387835986,672,68,98,1,2
31.685578421424037,7589,84,30,0,0
32.75703823393537,2357,16,64,0,0
15.320869859502684,454,75,15,1,1
12.147236948873385,2701,24,93,1,2
37.32665551239539,900,81,58,1,1
26.093014831926205,7432,56,93,1,2
12.035732842691653,1232,99,35,0,0
44.82032110094185,410,49,41,0,0
12.022319634872833,9649,51,81,1,1
34.326233010049364,1823,60,118,1,2
44.428762384219475,168,44,121,0,2
18.371303647557397,860,50,53,0,0
14.978727904051865,2431,94,68,0,1
14.248472879785012,5873,66,38,0,0
20.614630164865844,1586,47,26,0,0
13.536603385372635,5717,81,27,1,1
34.22564695929462,7542,17,49,0,0
12.180212934552195,723,83,72,0,2
27.82977448524264,9936,72,91,0,2
44.88438988485419,754,96,84,0,2
38.48895943271066,760,13,54,0,0
31.53268033808538,1022,57,85,0,1
20.71887672753141,2537,61,88,0,1
31.836354270207348,7627,47,99,0,2
28.44645123690781,715,96,12,0,1
24.912918436163004,8076,14,12,0,0
14.574863185906981,1417,94,47,1,1
41.03114753341633,5205,79,108,1,2
25.742462708746288,768,90,82,1,2
16.81178791372678,181,98,116,0,2
22.871577280705136,1390,33,49,0,0
24.494541338512448,1056,95,77,0,1
38.9638263448406,366,86,63,1,2
35.67650331964907,1050,26,129,0,2
36.925671277446895,774,87,29,1,1
10.386094255002652,6509,99,24,0,0
24.565389936291652,452,92,102,0,2
26.84704530723633,853,35,14,0,0
10.671729688806984,986,12,48,1,0
19.093462306076198,1914,11,49,0,0
36.610143809274724,7618,11,16,0,0
14.798839700514968,728,31,81,1,1
28.735854600840707,1898,80,105,0,2
17.53206552060331,6771,13,109,0,2
10.424227112536265,1556,47,42,0,0
18.44205101598395,1795,93,127,0,2
44.155581421851885,5837,79,46,0,0
38.053798915904636,2722,82,41,1,1
43.585182551236166,7612,61,52,0,0
27.074891537422687,1466,40,72,1,1
13.840766953712622,1821,35,45,0,0
29.178582114079255,412,45,107,0,2
25.90320670959863,297,35,58,1,2
39.55249789588656,6021,37,34,0,0
13.432890327448561,102,14,117,1,2
27.088439795762238,8120,83,105,1,2
15.25170326428945,8085,27,75,0,1
21.3636574411521,1727,24,18,0,0
35.80749770857299,1517,66,111,0,2
26.66063452790683,2460,14,102,1,2
23.156089980101925,5246,46,111,0,2
23.806669749951237,931,95,27,0,1
26.080636894209533,1066,95,31,0,0
37.47557903429699,780,31,108,0,2
41.2229641129082,9353,61,24,0,0
43.43671402763749,834,24,16,0,0
37.54161851893533,9271,26,22,1,0
21.039241351180443,568,60,115,0,2
34.08471471302897,626,54,45,0,0
25.316109341938716,1318,72,25,0,0
18.91347177161179,451,37,50,1,1
39.430505279907294,1599,68,30,0,0
11.344922213681375,9919,95,37,0,0
41.56166972473982,2828,30,83,0,1
26.151711261865696,1921,51,92,0,2
32.302051688289815,2470,90,26,0,0
33.07738727720239,730,78,74,0,1
41.32912092472877,691,91,22,0,1
32.283438875852255,619,26,45,0,0
31.487675466602163,1494,77,120,1,2
12.33282141962415,170,16,67,0,2
28.144280768082144,1611,98,115,1,2
15.255915028596458,556,49,29,0,0
35.810181905251994,2714,49,114,1,2
27.927767228443606,730,52,113,0,2
33.80797227229237,335,82,61,0,1
11.45855152108345,497,92,15,1,1
12.967720561603112,2867,60,32,0,0
35.07131858219388,2338,82,51,0,1
12.522951759953568,1031,32,33,1,0
12.49398547178405,506,41,125,1,2
10.42379663322106,6745,40,122,0,2
43.4775489404818,557,26,14,0,0
35.81279258106524,337,67,41,0,1
22.363799297572246,550,95,55,1,2
20.378745345067934,1637,44,26,0,0
22.239613041104732,991,39,84,1,1
37.11287359134137,5448,73,36,0,0
33.14797138746451,8229,62,77,0,1
16.48184487536138,1504,60,32,0,0
16.093826736692954,1922,46,96,0,2
13.443847739968906,1138,99,122,0,2
33.110595189546835,302,15,43,0,0
36.75304317776076,7629,43,30,0,0
19.27662499137514,553,65,31,0,1
10.733073636081949,1159,34,74,0,1
12.876008361674957,419,22,41,0,0
43.87510121957607,964,72,71,1,2
20.34056721170971,1858,75,37,0,0
36.92281017433467,751,14,91,0,2
31.86322490989923,1243,84,16,1,1
23.367887387851354,2727,20,63,0,0
17.199054176844427,930,97,111,1,2
14.248524635579225,1141,87,79,0,1
31.52545388136033,799,53,23,0,0
37.11218232232258,5952,94,103,0,2
32.53664887393957,6535,78,64,0,0
28.56057466372054,792,11,67,0,0
11.46829282010727,6616,49,53,0,0
43.89710721580343,2944,46,55,1,0
37.95499670791011,1909,58,23,0,0
20.248771284533767,1835,84,53,0,1
44.298961527559776,1289,45,50,0,0
31.065855637271273,2161,84,82,1,2
30.384793037253626,767,82,104,0,2
36.182561280033624,2469,79,11,0,0
38.41194258315481,205,43,91,1,2
32.9767512566026,1821,67,14,1,0
14.483351122817002,7381,46,99,0,2
21.839362709807446,9754,69,96,1,2
42.482927411411744,473,21,21,0,0
17.861546414534818,8546,41,87,1,1
23.025845834312967,7499,90,86,0,1
25.12269090304686,483,13,108,1,2
25.379174639305827,187,42,56,1,2
31.452885387308392,1080,52,88,0,1
43.00765432106476,9717,18,44,0,0
18.424244914137674,471,60,125,0,2
14.252548170532133,677,29,28,0,0
16.911467145097806,7224,48,88,0,1
41.04237150732443,1110,32,72,1,1
32.60337844293221,2583,50,124,0,2
20.006737623370604,552,53,17,0,0
38.55814286390161,324,44,32,0,0
40.14794987272026,392,32,22,0,0
39.628001854159734,1796,67,32,0,0
42.162428677384405,1574,57,40,0,0
18.828435706067655,392,96,39,1,1
36.426467506119735,452,67,51,1,1
26.1188824045949,2377,66,11,1,0
39.46994935115215,7796,96,20,1,1
35.49717370065646,360,48,34,0,0
37.17566062749036,747,37,38,1,0
32.965664318837504,2652,73,31,0,0
16.21000693143974,9462,71,28,0,0
29.07594216139284,6506,92,82,0,1
44.463440883357784,1132,71,50,0,0
42.808582327399165,183,94,47,0,2
11.511080752895408,6023,97,38,0,0
15.768518550530299,1368,94,83,0,1
14.610507070909666,486,35,31,0,0
35.409296849485344,288,60,97,1,2
38.62248654499308,589,59,17,0,0
17.472897820873516,149,45,56,1,2
27.704844253314015,9911,35,15,0,0
39.424605980392,7248,42,16,0,0
35.64805406681877,5174,77,93,0,2
28.97830219221469,2689,82,90,1,2
30.66216916605705,2737,17,45,0,0
27.7926191420698,233,75,17,0,2
20.414195796158722,6636,32,86,0,1
29.775769750065564,1157,79,97,0,2
34.110985571753176,7828,64,55,0,0
40.56630205512827,1168,52,123,1,2
32.27019738927368,644,30,73,0,1
36.63925379651053,727,31,40,0,0
15.602507223410054,196,18,32,0,2
26.154511604692647,7376,43,70,0,0
10.326606693948266,8790,68,90,1,1
18.633760258256807,1264,35,59,1,0
35.42616002895517,1824,10,55,0,0
44.71334829722772,1896,14,97,0,2
13.471233485552556,610,50,52,1,1
24.052301055145087,1074,72,19,0,0
38.00248390447058,7142,31,104,0,2
17.14124721201146,993,77,118,1,2
29.42797322558002,2558,57,29,0,0
35.65749536103861,6577,75,25,0,0
31.559490759106268,5430,25,87,0,1
16.580865711539566,8585,89,12,1,1
22.43845990400088,1366,62,39,0,0
37.4327124569889,103,95,27,0,2
29.39792799462058,436,74,68,1,1
10.183036474001947,474,88,79,1,2
36.63467660098328,194,73,93,0,2
11.235897422908367,546,97,44,0,1
36.100682395593125,9125,77,28,0,0
17.086819605783308,5897,72,35,0,0
43.53257180417831,1411,71,44,0,0
22.877926295572955,5841,91,85,1,2
21.44260657183277,519,90,81,0,2
15.211081761635564,427,80,66,0,1
20.69614754215752,2387,54,110,0,2
40.68277666398702,5224,61,58,0,0
44.87170181695365,1597,83,19,1,1
22.89083356773969,507,74,94,1,2
25.70137208340899,776,11,122,0,2
35.272482837095794,2705,58,114,0,2
41.01685231627761,1008,31,118,0,2
30.756551696537446,9125,38,115,0,2
23.703399436224025,295,44,38,0,2
24.44176442970183,268,90,104,0,2
34.34663512738824,2891,85,113,0,2
10.112639226149755,678,33,80,0,1
31.685626811094423,1722,39,107,0,2
22.442255365447508,683,93,107,0,2
37.796906594697944,611,51,103,0,2
13.254672393809626,8273,80,77,1,1
30.58707934319367,920,59,114,0,2
26.834051146014332,317,80,103,1,2
32.481393406682955,9416,69,98,0,2
12.269875806903892,301,39,87,0,1
30.299432559984595,622,21,33,0,0
29.65196057858333,2132,58,52,0,0
29.623103304565984,6193,91,104,1,2
31.12206833087592,404,55,126,0,2
33.67637780292267,581,52,48,0,0
38.174614988826946,1616,11,101,0,2
19.4437252044875,1671,84,34,0,0
38.87672935630217,9318,89,92,0,2
27.438948879220877,5878,63,77,0,1
12.69703976970159,1361,44,43,0,0
12.049282523539272,2989,61,105,1,2
21.698341154362126,1456,42,98,0,2
37.471394198901365,672,94,128,0,2
34.76883271593205,694,93,95,0,2
37.601523763534225,1434,81,62,1,1
28.104416975456328,127,60,101,1,2
25.40696492844217,284,35,64,0,2
15.160838434719938,5667,71,124,0,2
21.486746376325904,648,70,62,0,1
25.190677816085632,716,35,27,0,0
13.101015038786603,907,46,126,0,2
17.721418344892392,1772,39,16,0,0
30.93788529223086,9790,20,72,1,1
35.748208998371645,2528,62,84,0,1
44.94216289875324,771,50,51,0,0
42.658966597024516,1661,14,20,0,0
32.4897819837317,884,75,128,1,2
24.743681865292523,302,22,18,0,0
32.26620776478815,9192,72,44,0,0
37.49780663280812,1096,91,129,0,2
14.141766682318556,787,99,110,0,2
24.346671139370088,1142,34,96,0,2
39.3930799972466,606,53,106,0,2
23.434153317656538,788,23,74,0,1
30.01552949295153,1112,78,93,0,2
30.571927630176937,1763,68,14,0,0
16.45666885967738,799,65,102,0,2
22.678240457830093,345,61,35,0,1
21.707895105967623,852,75,60,0,1
10.916884798622268,368,77,47,1,1
10.846711736197433,2728,21,12,1,0
39.10939652865207,576,84,94,1,2
19.557478349048434,502,77,68,0,1
28.13275681835854,2538,52,22,0,0
20.455395075607058,2969,82,104,0,2
42.92377357903692,6069,83,90,0,1
19.075386560302082,1161,15,44,0,0
25.03798844586273,5085,24,96,0,2
40.545558766961065,677,51,12,0,0
39.467674837713304,192,40,62,0,2
16.513549624619706,1485,95,64,1,1
38.09251584284986,1749,62,54,0,0
26.036541035826243,9562,15,75,0,1
26.90391052298743,544,42,76,0,1
14.671799034558031,505,38,93,1,2
12.821052981499363,1388,30,121,1,2
35.477875744081786,190,63,126,0,2
27.37614033243549,8467,65,53,0,0
25.289774591531284,162,30,82,1,2
35.53278800283388,9110,64,121,0,2
36.79295146468884,521,67,77,1,2
15.561785868427375,1539,73,71,0,1
31.357880231717445,2297,95,34,0,0
14.737392879718993,2841,55,61,1,0
36.2981280110166,626,93,59,0,1
32.99343046934988,2805,31,10,0,0
43.48151173792103,1012,69,48,0,0
12.413530572474741,8513,20,61,1,0
11.996915240293902,1923,56,85,0,1
19.876547614262005,461,40,49,0,0
19.15969893075671,8069,86,113,0,2
18.644257967519994,926,27,69,1,1
41.71891031823628,5023,31,97,0,2
18.734116994732716,6304,65,127,0,2
19.518240414502085,8496,26,82,0,1
36.57893918462873,798,47,119,1,2
25.740894485768898,8078,34,93,1,2
37.18486949343134,1254,41,78,0,1
12.287815514753483,5547,24,29,1,0
27.06499177856845,7318,22,94,0,2
11.176476006414893,169,67,11,0,2
12.19286212093741,284,99,94,1,2
41.72531086705438,527,59,115,0,2
14.87358798911583,2784,20,97,0,2
28.6347238796326,296,22,18,1,2
24.38834609102473,1837,59,48,0,0
22.157016419059495,206,47,128,0,2
41.494167099054536,245,10,39,1,2
10.763818887142133,1762,48,63,0,0
33.23263901614562,868,36,91,0,2
43.71880519747427,225,45,67,0,2
29.605886421164467,256,41,53,0,2
42.788786171158215,1316,50,52,0,0
11.829025775010832,1991,24,19,0,0
24.657766167595646,1790,40,118,0,2
19.10552268367179,415,15,114,1,2
35.57873377432554,1138,98,57,0,1
44.34539816740363,441,61,94,0,2
18.978552185548672,454,91,95,1,2
32.896111051592605,8207,31,26,1,0
16.933417146590905,555,40,14,0,0
29.786558910006345,1986,82,79,0,1
26.237637034091765,6882,55,83,0,1
44.0201865371038,227,76,73,0,2
31.29845454437633,1702,52,116,0,2
22.23272302303866,6987,10,75,0,1
13.993352471077667,723,53,80,0,1
15.29363900572271,395,66,119,1,2
17.886092548293227,1636,18,13,1,0
18.783833146910432,1114,14,110,0,2
39.771562024439824,7660,88,92,0,2
29.64279758988837,1641,18,126,1,2
28.318681898102824,821,54,37,1,0
14.016910515422612,8188,86,93,1,2
40.10488926723022,1671,33,103,0,2
35.298500612296934,279,83,115,0,2
12.368392666500055,323,51,47,1,1
34.7742284030419,1747,31,75,0,1
29.02383760699261,7295,69,76,1,1
12.860387101137238,353,95,69,0,1
26.040522453502977,9018,46,56,1,0
26.964370049551643,748,48,115,0,2
15.80210890571465,5741,93,122,0,2
43.09943514500988,1161,83,112,0,2
39.74913800182317,1876,83,34,1,1
33.415781806518794,651,99,75,0,2
26.180344635021253,1283,98,112,0,2
24.411793955457796,124,62,88,0,2
32.7840713502834,237,37,76,1,2
29.090115429241692,2556,86,78,0,1
12.179558705865997,868,24,127,0,2
27.93759270696161,601,69,49,0,1
38.22412660314939,730,69,109,0,2
26.073395715893533,9266,15,59,0,0
11.818480214399393,611,61,124,0,2
37.51973697844116,668,21,49,1,1
17.047732374759104,9470,28,128,0,2
19.05172922108136,2395,84,111,0,2
15.764722370130357,503,11,46,1,1
21.557527270502412,556,64,100,1,2
36.486302699102225,956,24,78,1,1
28.178505082637805,1348,73,26,0,0
17.17084459527494,8462,78,71,0,1
40.72405273532143,1378,24,111,0,2
40.78536492330352,246,52,118,0,2
40.47024487661024,571,83,50,0,1
18.357867398353875,1857,26,129,1,2
25.793377046334584,794,33,85,0,1
44.47463796493063,1452,83,51,0,1
37.02043667084966,235,39,40,0,2
10.950859742894593,1369,76,42,0,0
12.282160694117222,616,60,52,0,1
26.237598188431647,1535,69,102,0,2
41.82270720515461,526,12,111,0,2
28.854562928344997,583,14,76,0,1
27.423437781200157,847,37,47,1,0
13.69157949848207,5073,87,50,0,0
32.9873036653503,589,20,127,1,2
38.77361062100789,2559,81,72,0,1
23.31470026276468,1859,81,49,1,1
37.14641478238646,6277,85,39,0,0
43.75668288652841,1102,24,56,1,0
17.13182606946912,1501,92,31,0,0
28.316537091815945,1131,57,111,0,2
20.04982853296014,6127,55,105,0,2
37.74990466618438,1102,37,64,0,0
30.215767805840514,614,16,52,0,1
32.21038461426063,1092,80,70,1,1
37.92699558655629,367,91,83,0,2
23.85896654318592,1824,97,41,0,0
42.02815239424651,6706,15,116,0,2
28.6560103536149,6166,67,13,0,0
15.52841879923718,496,77,102,0,2
34.356469135908085,5664,64,54,0,0
37.764147265338906,764,76,81,1,2
21.086658697363433,621,58,29,0,0
40.00127399495635,489,60,120,1,2
41.71501391680182,511,68,80,0,2
19.691657058223313,1462,15,74,1,1
44.42325154503277,128,99,69,0,2
14.924903481706544,1288,60,98,1,2
17.070548394087147,654,47,35,0,0
16.447869373330914,187,20,82,0,2
41.289639850275464,1355,61,32,0,0
32.90023933137367,572,29,49,0,0
15.323649912779551,410,19,11,0,0
25.411319642892217,2404,35,35,0,0
31.53543087744307,2968,57,87,0,1
12.921242974628415,168,23,71,1,2
40.884572894256856,9874,68,53,1,1
38.126123740453735,523,21,40,0,0
27.68223707518234,546,32,35,0,0
43.849431534070966,7878,94,128,0,2
24.62163427462849,321,81,122,1,2
44.44386116627742,2535,48,92,1,2
33.37719995812695,698,18,111,1,2
32.21349456388795,1821,97,126,1,2
15.808421335352474,625,34,14,1,1
40.867471540662535,291,26,79,1,2
24.96213907722153,701,51,44,0,0
15.678169202386776,945,38,25,1,0
10.441263199151566,451,69,40,1,1
29.59144892734339,1310,76,91,0,2
28.45898677429367,903,94,23,0,1
35.17737678292055,9689,66,34,0,0
